size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,1,50,25,2,2,0,high,alns_pinn_full,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,81.0,28.0,19.0,5.0,101.0,50.0,900.0,25.0,19.0,21.0,14.0,21.0,45.0,29.0,11.0,15.0,462.416708,626.928578,2211.976027,0.0,0.0,126.196759,0.916667,0.916667,0,0.108082,10751.31779896753,0.0,0.0
M,1,50,25,2,2,0,high,no_pinn,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,83.0,18.0,17.0,10.0,101.0,50.0,900.0,15.0,25.0,14.0,15.0,31.0,26.0,16.0,28.0,30.0,390.82722,510.5597,2210.077894,0.02,0.02,212.137696,0.166667,0.166667,0,0.108791,9460.45861480753,0.0,0.0
M,1,50,25,2,2,0,high,no_adaptive,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,True,0.25,False,62.0,27.0,38.0,2.0,101.0,50.0,900.0,22.0,19.0,14.0,17.0,28.0,26.0,25.0,20.0,29.0,456.696165,615.902256,2211.976027,0.0,0.0,125.853795,0.916667,0.916667,0,0.137893,10689.228125967533,0.0,0.0
M,1,50,25,2,2,0,high,no_uq,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,False,0.25,True,81.0,27.0,19.0,1.0,101.0,50.0,900.0,26.0,18.0,18.0,11.0,27.0,43.0,31.0,11.0,15.0,490.177915,660.143531,2210.077894,0.02,0.02,135.012739,0.916667,0.833333,0,0.110786,11456.51785480753,0.0,0.0
M,1,50,25,2,2,0,high,no_risk_value,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,True,0.0,True,88.0,23.0,12.0,11.0,101.0,50.0,900.0,20.0,20.0,14.0,14.0,32.0,25.0,23.0,31.0,21.0,368.359351,456.108237,2211.976027,0.0,0.0,204.97728,0.166667,0.166667,0,0.122466,9119.617897967531,0.0,0.0
M,1,50,25,2,2,0,high,no_energy_repair,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,84.0,16.0,16.0,4.0,101.0,50.0,900.0,20.0,20.0,24.0,12.0,24.0,40.0,37.0,0.0,23.0,462.416708,626.928578,2211.976027,0.0,0.0,126.196759,0.916667,0.916667,0,0.115224,10751.31779896753,0.0,0.0
M,1,50,25,2,2,0,high,no_sync_repair,kmeans,3,M50_P25_seed0_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,87,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,10.0,25.0,6.0,101.0,50.0,900.0,24.0,18.0,12.0,17.0,29.0,39.0,42.0,19.0,0.0,462.416708,626.928578,2211.976027,0.0,0.0,126.196759,0.916667,0.916667,0,0.114164,10751.31779896753,0.0,0.0
M,1,50,25,2,2,0,high,no_clustering,direct,3,M50_P25_seed0_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,85,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,80.0,15.0,20.0,5.0,101.0,50.0,900.0,19.0,17.0,19.0,16.0,29.0,38.0,36.0,9.0,17.0,484.979684,610.034511,2601.619784,0.0,0.0,153.001818,1.0,1.0,0,0.126201,12623.658759007529,0.0,0.0
M,1,50,25,2,2,1,high,alns_pinn_full,kmeans,3,M50_P25_seed1_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,81,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,80.0,14.0,20.0,4.0,101.0,50.0,900.0,22.0,25.0,14.0,15.0,24.0,38.0,37.0,11.0,14.0,441.195453,590.630016,2211.340411,0.0,0.0,130.910801,0.916667,0.916667,0,0.135019,10737.625062304222,0.0,0.0
M,1,50,25,2,2,1,high,no_pinn,kmeans,3,M50_P25_seed1_high_kmeans25,not_milp,not_milp,False,not_milp,1250,148,0.8816,81,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,89.0,19.0,11.0,11.0,101.0,50.0,900.0,23.0,24.0,16.0,14.0,23.0,35.0,26.0,22.0,17.0,417.724168,568.974667,2211.203907,0.02,0.02,196.15623,0.25,0.25,0,0.11522,9880.09945750422,0.0,0.0
